population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
24348.4008,303963264,8.01E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24313.91953,303963264,8.00E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24218.92884,303963264,7.97E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
24213.30833,303963264,7.97E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24207.08807,303963264,7.96E-05,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
24182.71613,303963264,0.000079558,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
24065.07762,303963264,0.000079171,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23959.12016,303963264,7.88E-05,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
23907.9139,303963264,0.000078654,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23841.79736,303963264,7.84E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23752.88514,303963264,7.81E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
23746.57476,303963264,7.81E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23737.546,303963264,7.81E-05,2.33E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23683.71844,303963264,7.79E-05,2.33E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23644.70554,303963264,0.000077788,2.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
23644.60735,303963264,7.78E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23602.15766,303963264,7.76E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
23437.26,303963264,7.71E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23199.59083,303963264,7.63E-05,2.34E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
23173.73941,303963264,7.62E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
23092.21336,303963264,7.60E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
23085.33277,303963264,7.59E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
22639.87843,303963264,7.45E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans do not cover Rxs,Time when no ins in past year
22585.13801,303963264,7.43E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
22359.08308,303963264,7.36E-05,2.34E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
22217.29083,303963264,0.000073092,2.34E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
22216.1716,303963264,7.31E-05,2.34E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
22188.04981,303963264,7.30E-05,2.34E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
22168.45582,303963264,7.29E-05,2.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
22164.5954,303963264,7.29E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
22127.852,303963264,7.28E-05,2.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
22001.65219,303963264,7.24E-05,2.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
21855.69277,303963264,7.19E-05,2.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
21692.87947,303963264,7.14E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
21688.27495,303963264,7.14E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
21672.49255,303963264,7.13E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
21656.80036,303963264,7.12E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
21602.46854,303963264,7.11E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
21598.85782,303963264,7.11E-05,2.35E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
21574.85922,303963264,7.10E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
21539.65794,303963264,7.09E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
21480.75262,303963264,7.07E-05,2.35E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
21186.9404,303963264,6.97E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
21063.87249,303963264,6.93E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
20980.94884,303963264,6.90E-05,2.36E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
20901.61336,303963264,6.88E-05,2.36E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: Some College or AA degree,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
20876.38201,303963264,6.87E-05,2.36E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
20855.05082,303963264,6.86E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
20797.95045,303963264,6.84E-05,2.36E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
20439.99061,303963264,6.72E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
20347.31984,303963264,6.69E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
20310.98739,303963264,6.68E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
20159.4669,303963264,6.63E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
20150.66379,303963264,6.63E-05,2.36E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
20119.3555,303963264,6.62E-05,2.36E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Male,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
19934.9158,303963264,6.56E-05,2.36E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
19664.87737,303963264,6.47E-05,2.36E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
19505.16005,303963264,6.42E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
19386.95241,303963264,6.38E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
19385.78198,303963264,6.38E-05,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High school graduate or GED or equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
19304.55638,303963264,6.35E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,Time when no ins in past year
19229.03285,303963264,0.000063261,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
19197.35239,303963264,6.32E-05,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
19101.97623,303963264,0.000062843,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
19016.33586,303963264,6.26E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
18950.62919,303963264,6.23E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,4<=INDFMPIR,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
18910.85234,303963264,6.22E-05,2.37E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
18899.23944,303963264,6.22E-05,2.37E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
18795.12749,303963264,6.18E-05,2.37E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
18794.18899,303963264,6.18E-05,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
18742.16448,303963264,6.17E-05,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
18601.74198,303963264,6.12E-05,2.37E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
18524.55712,303963264,6.09E-05,2.38E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
18369.16809,303963264,6.04E-05,2.38E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
18363.22277,303963264,6.04E-05,2.38E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
18280.37277,303963264,6.01E-05,2.38E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
18245.81075,303963264,6.00E-05,2.38E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
18210.87931,303963264,5.99E-05,2.38E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
18199.11183,303963264,5.99E-05,2.38E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
18104.69042,303963264,5.96E-05,2.38E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,,
